id,x,y,z,yaw,road_id,section_id,lane_id
7190510115675677276,298.3995666503906,129.50291442871094,0.0,180.02560424804688,4,0,1
9403920818672530582,297.3995666503906,129.50245666503906,0.0,180.02560424804688,4,0,1
6900415131750089616,296.3995666503906,129.50201416015625,0.0,180.02560424804688,4,0,1
5788647541312107099,295.3995666503906,129.50157165527344,0.0,180.02560424804688,4,0,1
7186959885741339029,294.3995666503906,129.50112915039062,0.0,180.02560424804688,4,0,1
11869501172061114511,293.3995666503906,129.50067138671875,0.0,180.02560424804688,4,0,1
11420023841433672937,292.3995666503906,129.50022888183594,0.0,180.02560424804688,4,0,1
6700501532029860672,291.3995666503906,129.49978637695312,0.0,180.02560424804688,4,0,1
15897044974928677434,290.3995666503906,129.4993438720703,0.0,180.02560424804688,4,0,1
10852335680054437524,289.3995666503906,129.49888610839844,0.0,180.02560424804688,4,0,1
9160322816141332558,288.3995666503906,129.49844360351562,0.0,180.02560424804688,4,0,1
10543742631995245721,287.3995666503906,129.4980010986328,0.0,180.02560424804688,4,0,1
10086519267242599315,286.3995666503906,129.49754333496094,0.0,180.02560424804688,4,0,1
3216570210308209485,285.3995666503906,129.49710083007812,0.0,180.02560424804688,4,0,1
4476567255861828167,284.3995666503906,129.4966583251953,0.0,180.02560424804688,4,0,1
10288225607882972478,283.3995666503906,129.4962158203125,0.0,180.02560424804688,4,0,1
6399150887492949752,282.3995666503906,129.49575805664062,0.0,180.02560424804688,4,0,1
8849572766354294258,281.3995666503906,129.4953155517578,0.0,180.02560424804688,4,0,1
2018079796593698092,280.3995666503906,129.494873046875,0.0,180.02560424804688,4,0,1
4847789456999216119,279.3995666503906,129.49441528320312,0.0,180.02560424804688,4,0,1
1167069131708485873,278.3995666503906,129.4939727783203,0.0,180.02560424804688,4,0,1
16822147320538715435,277.3995666503906,129.4935302734375,0.0,180.02560424804688,4,0,1
6074575509267518501,276.3995666503906,129.4930877685547,0.0,180.02560424804688,4,0,1
13896409104441531548,275.3995666503906,129.4926300048828,0.0,180.02560424804688,4,0,1
4149120320586898390,274.3995666503906,129.4921875,0.0,180.02560424804688,4,0,1
11850715886713522896,273.3995666503906,129.4917449951172,0.0,180.02560424804688,4,0,1
10402690783224287882,272.3995666503906,129.4912872314453,0.0,180.02560424804688,4,0,1
8922566938260872932,271.3995666503906,129.4908447265625,0.0,180.02560424804688,4,0,1
6931520474171546319,270.3995666503906,129.4904022216797,0.0,180.02560424804688,4,0,1
15851327575026427689,269.3995666503906,129.48995971679688,0.0,180.02560424804688,4,0,1
14807546720671957219,268.3995666503906,129.489501953125,0.0,180.02560424804688,4,0,1
2169645993049698269,267.3995666503906,129.4890594482422,0.0,180.02560424804688,4,0,1
3216646957897690068,266.3995666503906,129.48861694335938,0.0,180.02560424804688,4,0,1
11094047363343680910,265.3995666503906,129.4881591796875,0.0,180.02560424804688,4,0,1
9362348909649554653,264.39959716796875,129.4877166748047,0.0,180.02560424804688,4,0,1
7203923388758274190,263.39959716796875,129.48727416992188,0.0,180.02560424804688,4,0,1
6436404962055386050,262.39959716796875,129.48683166503906,0.0,180.02560424804688,4,0,1
16908058667373441415,261.39959716796875,129.4863739013672,0.0,180.02560424804688,4,0,1
10989705317608243131,260.39959716796875,129.48593139648438,0.0,180.02560424804688,4,0,1
2003284675630292076,259.39959716796875,129.48548889160156,0.0,180.02560424804688,4,0,1
3012525842824049952,258.39959716796875,129.48504638671875,0.0,180.02560424804688,4,0,1
11026198771152270437,257.39959716796875,129.48458862304688,0.0,180.02560424804688,4,0,1
18353874818777594489,256.39959716796875,129.48414611816406,0.0,180.02560424804688,4,0,1
4812797446091639242,255.3996124267578,129.48370361328125,0.0,180.02560424804688,4,0,1
14686015125083489566,254.3996124267578,129.48324584960938,0.0,180.02560424804688,4,0,1
5735929508871136035,253.3996124267578,129.48280334472656,0.0,180.02560424804688,4,0,1
7615645090361226839,252.3996124267578,129.48236083984375,0.0,180.02560424804688,4,0,1
953979223477852616,251.3996124267578,129.48191833496094,0.0,180.02560424804688,4,0,1
12083929246349969404,250.3996124267578,129.48146057128906,0.0,180.02560424804688,4,0,1
14722668741429897985,249.3996124267578,129.48101806640625,0.0,180.02560424804688,4,0,1
13495784030039466933,248.3996124267578,129.48057556152344,0.0,180.02560424804688,4,0,1
15131703097108443302,247.3996124267578,129.48011779785156,0.0,180.02560424804688,4,0,1
7574467661089147226,246.3996124267578,129.47967529296875,0.0,180.02560424804688,4,0,1
15483354718546290783,245.3996124267578,129.47923278808594,0.0,180.02560424804688,4,0,1
16628229184762819507,244.3996124267578,129.47879028320312,0.0,180.02560424804688,4,0,1
14618741184683637604,243.3996124267578,129.47833251953125,0.0,180.02560424804688,4,0,1
10743063133953769112,242.3996124267578,129.47789001464844,0.0,180.02560424804688,4,0,1
3130556920011029597,241.3996124267578,129.47744750976562,0.0,180.02560424804688,4,0,1
5034440407883016849,240.3996124267578,129.47698974609375,0.0,180.02560424804688,4,0,1
10677517605204595522,239.3996124267578,129.47654724121094,0.0,180.02560424804688,4,0,1
14015838668457421814,238.3996124267578,129.47610473632812,0.0,180.02560424804688,4,0,1
461667828586291003,237.3996124267578,129.4756622314453,0.0,180.02560424804688,4,0,1
36850207615006703,236.3996124267578,129.47520446777344,0.0,180.02560424804688,4,0,1
963562415007413408,235.3996124267578,129.47476196289062,0.0,180.02560424804688,4,0,1
13921082926429331444,234.3996124267578,129.4743194580078,0.0,180.02560424804688,4,0,1
6505298204123097593,233.3996124267578,129.47386169433594,0.0,180.02560424804688,4,0,1
13125236065792748845,232.3996124267578,129.47341918945312,0.0,180.02560424804688,4,0,1
10845033983041037470,231.3996124267578,129.4729766845703,0.0,180.02560424804688,4,0,1
17636358754036265682,230.3996124267578,129.4725341796875,0.0,180.02560424804688,4,0,1
9694416076836197847,229.3996124267578,129.47207641601562,0.0,180.02560424804688,4,0,1
2957900122759949963,228.3996124267578,129.4716339111328,0.0,180.02560424804688,4,0,1
13035231465440085884,227.3996124267578,129.47119140625,0.0,180.02560424804688,4,0,1
8642411351119626288,226.3996124267578,129.4707489013672,0.0,180.02560424804688,4,0,1
12787935625314517813,225.3996124267578,129.4702911376953,0.0,180.02560424804688,4,0,1
15355384097118031497,224.3996124267578,129.4698486328125,0.0,180.02560424804688,4,0,1
1164764376045627610,223.3996124267578,129.4694061279297,0.0,180.02560424804688,4,0,1
13455643075405257070,222.3996124267578,129.4689483642578,0.0,180.02560424804688,4,0,1
12484135974096639795,221.3996124267578,129.468505859375,0.0,180.02560424804688,4,0,1
8114188355680837991,220.3996124267578,129.4680633544922,0.0,180.02560424804688,4,0,1
10515168654445690392,219.3996124267578,129.46762084960938,0.0,180.02560424804688,4,0,1
14352090939776939724,218.3996124267578,129.4671630859375,0.0,180.02560424804688,4,0,1
584904258935720465,217.3996124267578,129.4667205810547,0.0,180.02560424804688,4,0,1
4245068922251977413,216.3996124267578,129.46627807617188,0.0,180.02560424804688,4,0,1
12018660612764213110,215.3996124267578,129.4658203125,0.0,180.02560424804688,4,0,1
4822552545315117482,214.3996124267578,129.4653778076172,0.0,180.02560424804688,4,0,1
3098585401237960559,213.3996124267578,129.46493530273438,0.0,180.02560424804688,4,0,1
8594563357739358211,212.3996124267578,129.46449279785156,0.0,180.02560424804688,4,0,1
17601392256116006772,211.3996124267578,129.4640350341797,0.0,180.02560424804688,4,0,1
7756933162347920808,210.3996124267578,129.46359252929688,0.0,180.02560424804688,4,0,1
6261698405029900461,209.3996124267578,129.46315002441406,0.0,180.02560424804688,4,0,1
12838219520725575009,208.3996124267578,129.4626922607422,0.0,180.02560424804688,4,0,1
16925663649926042194,207.3996124267578,129.46224975585938,0.0,180.02560424804688,4,0,1
14549741157303937798,206.3996124267578,129.46180725097656,0.0,180.02560424804688,4,0,1
18432984764620533259,205.3996124267578,129.46136474609375,0.0,180.02560424804688,4,0,1
8336409534137654335,204.3996124267578,129.46090698242188,0.0,180.02560424804688,4,0,1
9380479760229528496,203.3996124267578,129.46046447753906,0.0,180.02560424804688,4,0,1
